"id","user_id","address_line","city","postal_code"
"503","503","Jl Juanda No 297","Banjarmasin","05685"
"504","504","Jl Gatot Subroto No 151","Makassar","77104"
"505","505","Jl Asia Afrika No 886","Padang","00538"
"506","506","Jl Asia Afrika No 674","Padang","02712"
"507","507","Jl Asia Afrika No 755","Malang","15854"
"508","508","Jl Sudirman No 662","Pekanbaru","62406"
"509","509","Jl Juanda No 518","Manado","61913"
"510","510","Jl Sisingamangaraja No 639","Ambon","43988"
"511","511","Jl Gatot Subroto No 315","Surabaya","12568"
"512","512","Jl Sisingamangaraja No 463","Cilacap","38720"
"513","513","Jl Sisingamangaraja No 135","Pekanbaru","35351"
"514","514","Jl Thamrin No 169","Manado","12079"
"515","515","Jl Juanda No 206","Palembang","50139"
"516","516","Jl Thamrin No 184","Pontianak","51525"
"517","517","Jl Sisingamangaraja No 492","Padang","31668"
"518","518","Jl Diponegoro No 735","Malang","62327"
"519","519","Jl Sudirman No 265","Jakarta","99394"
"520","520","Jl Merdeka No 775","Pekanbaru","61324"
"521","521","Jl Asia Afrika No 91","Pekanbaru","65965"
"522","522","Jl Sudirman No 58","Pontianak","72054"
"523","523","Jl Pahlawan No 124","Jayapura","96542"
"524","524","Jl Merdeka No 286","Malang","30113"
"525","525","Jl Thamrin No 488","Cirebon","00853"
"526","526","Jl Diponegoro No 189","Malang","37627"
"527","527","Jl Thamrin No 39","Pekanbaru","69829"
"528","528","Jl Juanda No 708","Bogor","08338"
"529","529","Jl Gatot Subroto No 724","Yogyakarta","13323"
"530","530","Jl Diponegoro No 101","Balikpapan","34764"
"531","531","Jl Gatot Subroto No 394","Tasikmalaya","81876"
"532","532","Jl Sisingamangaraja No 348","Denpasar","20484"
"533","533","Jl Pahlawan No 877","Mataram","19993"
"534","534","Jl Sudirman No 326","Balikpapan","61054"
"535","535","Jl Gatot Subroto No 100","Semarang","61736"
"536","536","Jl Sudirman No 830","Samarinda","86447"
"537","537","Jl Sisingamangaraja No 159","Padang","95296"
"538","538","Jl Gatot Subroto No 919","Palembang","50050"
"539","539","Jl Sudirman No 64","Bogor","00206"
"540","540","Jl Asia Afrika No 771","Makassar","13037"
"541","541","Jl Asia Afrika No 686","Ambon","32694"
"542","542","Jl Asia Afrika No 206","Mataram","13807"
"543","543","Jl Gatot Subroto No 823","Ambon","82888"
"544","544","Jl Juanda No 6","Manado","56840"
"545","545","Jl Sisingamangaraja No 289","Mataram","12594"
"546","546","Jl Asia Afrika No 308","Mataram","96311"
"547","547","Jl Asia Afrika No 11","Samarinda","43442"
"548","548","Jl Gatot Subroto No 288","Tasikmalaya","24807"
"549","549","Jl Sudirman No 375","Mataram","18627"
"550","550","Jl Thamrin No 89","Mataram","60697"
"551","551","Jl Diponegoro No 395","Palembang","70533"
"552","552","Jl Diponegoro No 321","Mataram","19669"
"553","553","Jl Thamrin No 735","Tasikmalaya","86627"
"554","554","Jl Diponegoro No 979","Bandung","59703"
"555","555","Jl Diponegoro No 719","Kupang","56979"
"556","556","Jl Sudirman No 296","Pontianak","81517"
"557","557","Jl Diponegoro No 750","Samarinda","55115"
"558","558","Jl Sisingamangaraja No 77","Jakarta","77314"
"559","559","Jl Gatot Subroto No 53","Semarang","02876"
"560","560","Jl Asia Afrika No 790","Bandung","13948"
"561","561","Jl Gatot Subroto No 662","Cirebon","94877"
"562","562","Jl Merdeka No 289","Jayapura","83480"
"563","563","Jl Sudirman No 156","Manado","58768"
"564","564","Jl Sudirman No 729","Bandung","72703"
"565","565","Jl Sisingamangaraja No 987","Manado","78257"
"566","566","Jl Sudirman No 273","Samarinda","18173"
"567","567","Jl Merdeka No 365","Cirebon","40080"
"568","568","Jl Juanda No 874","Tasikmalaya","05216"
"569","569","Jl Diponegoro No 426","Denpasar","22207"
"570","570","Jl Gatot Subroto No 249","Bogor","44167"
"571","571","Jl Gatot Subroto No 466","Palembang","85211"
"572","572","Jl Pahlawan No 179","Bandung","60049"
"573","573","Jl Diponegoro No 189","Mataram","75065"
"574","574","Jl Thamrin No 236","Pontianak","97253"
"575","575","Jl Sisingamangaraja No 429","Makassar","40986"
"576","576","Jl Juanda No 388","Pontianak","49415"
"577","577","Jl Thamrin No 55","Samarinda","05157"
"578","578","Jl Asia Afrika No 95","Samarinda","16088"
"579","579","Jl Sisingamangaraja No 911","Malang","86733"
"580","580","Jl Diponegoro No 139","Medan","87263"
"581","581","Jl Sisingamangaraja No 440","Cilacap","87017"
"582","582","Jl Diponegoro No 533","Makassar","34009"
"583","583","Jl Sisingamangaraja No 61","Bandung","08551"
"584","584","Jl Thamrin No 289","Jakarta","23613"
"585","585","Jl Gatot Subroto No 236","Tasikmalaya","41533"
"586","586","Jl Merdeka No 16","Tasikmalaya","81409"
"587","587","Jl Sisingamangaraja No 154","Manado","74312"
"588","588","Jl Merdeka No 22","Pontianak","48972"
"589","589","Jl Sudirman No 387","Denpasar","91486"
"590","590","Jl Gatot Subroto No 618","Cirebon","00532"
"591","591","Jl Sisingamangaraja No 238","Medan","19646"
"592","592","Jl Asia Afrika No 224","Balikpapan","21116"
"593","593","Jl Asia Afrika No 864","Semarang","48217"
"594","594","Jl Asia Afrika No 347","Yogyakarta","50310"
"595","595","Jl Gatot Subroto No 657","Balikpapan","87516"
"596","596","Jl Asia Afrika No 332","Ambon","89365"
"597","597","Jl Gatot Subroto No 657","Padang","84444"
"598","598","Jl Diponegoro No 203","Banjarmasin","03267"
"599","599","Jl Gatot Subroto No 892","Kupang","09085"
"600","600","Jl Gatot Subroto No 79","Tasikmalaya","72080"
"601","601","Jl Diponegoro No 974","Surabaya","13987"
"602","602","Jl Diponegoro No 175","Mataram","86986"
"603","603","Jl Merdeka No 24","Jakarta","00338"
"604","604","Jl Asia Afrika No 275","Samarinda","18876"
"605","605","Jl Diponegoro No 476","Banjarmasin","50231"
"606","606","Jl Gatot Subroto No 761","Jayapura","75777"
"607","607","Jl Sisingamangaraja No 216","Mataram","86329"
"608","608","Jl Sisingamangaraja No 95","Bogor","09854"
"609","609","Jl Merdeka No 30","Manado","61041"
"610","610","Jl Asia Afrika No 129","Makassar","48030"
"611","611","Jl Thamrin No 374","Padang","77326"
"612","612","Jl Sisingamangaraja No 152","Surabaya","56934"
"613","613","Jl Sisingamangaraja No 226","Yogyakarta","18044"
"614","614","Jl Sudirman No 760","Banjarmasin","63641"
"615","615","Jl Diponegoro No 194","Makassar","25847"
"616","616","Jl Sudirman No 788","Medan","15276"
"617","617","Jl Gatot Subroto No 53","Semarang","32903"
"618","618","Jl Sisingamangaraja No 922","Medan","75499"
"619","619","Jl Gatot Subroto No 639","Malang","81663"
"620","620","Jl Thamrin No 96","Mataram","19562"
"621","621","Jl Merdeka No 688","Medan","59011"
"622","622","Jl Asia Afrika No 988","Pekanbaru","24463"
"623","623","Jl Diponegoro No 591","Ambon","77370"
"624","624","Jl Gatot Subroto No 471","Mataram","76505"
"625","625","Jl Gatot Subroto No 259","Banjarmasin","24878"
"626","626","Jl Merdeka No 114","Padang","67921"
"627","627","Jl Pahlawan No 208","Banjarmasin","34565"
"628","628","Jl Asia Afrika No 43","Jayapura","48698"
"629","629","Jl Merdeka No 374","Ambon","01969"
"630","630","Jl Merdeka No 370","Bandung","52588"
"631","631","Jl Sudirman No 327","Bandung","39852"
"632","632","Jl Juanda No 894","Kupang","65464"
"633","633","Jl Merdeka No 121","Jayapura","72111"
"634","634","Jl Diponegoro No 723","Surabaya","75222"
"635","635","Jl Pahlawan No 861","Palembang","52226"
"636","636","Jl Juanda No 956","Malang","90453"
"637","637","Jl Gatot Subroto No 58","Kupang","25050"
"638","638","Jl Sudirman No 120","Pekanbaru","98202"
"639","639","Jl Juanda No 206","Jayapura","83885"
"640","640","Jl Asia Afrika No 787","Cirebon","09445"
"641","641","Jl Diponegoro No 981","Padang","99740"
"642","642","Jl Diponegoro No 870","Cilacap","59587"
"643","643","Jl Juanda No 970","Samarinda","48087"
"644","644","Jl Juanda No 4","Balikpapan","70934"
"645","645","Jl Thamrin No 504","Manado","59182"
"646","646","Jl Thamrin No 524","Semarang","84422"
"647","647","Jl Gatot Subroto No 820","Medan","18060"
"648","648","Jl Juanda No 661","Tasikmalaya","93915"
"649","649","Jl Asia Afrika No 538","Cilacap","15685"
"650","650","Jl Diponegoro No 472","Denpasar","61399"
"651","651","Jl Thamrin No 432","Padang","95288"
"652","652","Jl Thamrin No 447","Jayapura","03123"
"653","653","Jl Pahlawan No 412","Yogyakarta","92371"
"654","654","Jl Sisingamangaraja No 365","Manado","68493"
"655","655","Jl Asia Afrika No 55","Malang","76346"
"656","656","Jl Pahlawan No 790","Medan","81070"
"657","657","Jl Juanda No 566","Tasikmalaya","14028"
"658","658","Jl Diponegoro No 703","Palembang","20410"
"659","659","Jl Gatot Subroto No 876","Tasikmalaya","60007"
"660","660","Jl Asia Afrika No 601","Medan","26357"
"661","661","Jl Sisingamangaraja No 330","Yogyakarta","53600"
"662","662","Jl Diponegoro No 970","Mataram","42719"
"663","663","Jl Gatot Subroto No 422","Kupang","78317"
"664","664","Jl Diponegoro No 370","Padang","01397"
"665","665","Jl Gatot Subroto No 412","Bandung","19092"
"666","666","Jl Sudirman No 440","Palembang","65137"
"667","667","Jl Juanda No 952","Bogor","77972"
"668","668","Jl Merdeka No 294","Cirebon","00847"
"669","669","Jl Diponegoro No 772","Pontianak","76604"
"670","670","Jl Thamrin No 456","Pekanbaru","36207"
"671","671","Jl Juanda No 593","Malang","71627"
"672","672","Jl Diponegoro No 988","Jayapura","01652"
"673","673","Jl Juanda No 93","Padang","03577"
"674","674","Jl Thamrin No 250","Jayapura","64200"
"675","675","Jl Pahlawan No 69","Kupang","57648"
"676","676","Jl Sudirman No 218","Pontianak","72917"
"677","677","Jl Sisingamangaraja No 917","Surabaya","42360"
"678","678","Jl Sisingamangaraja No 523","Bogor","94389"
"679","679","Jl Asia Afrika No 27","Tasikmalaya","62561"
"680","680","Jl Gatot Subroto No 811","Cirebon","36438"
"681","681","Jl Gatot Subroto No 834","Jakarta","19884"
"682","682","Jl Sisingamangaraja No 336","Pontianak","26778"
"683","683","Jl Merdeka No 984","Manado","05854"
"684","684","Jl Pahlawan No 459","Kupang","60904"
"685","685","Jl Sudirman No 35","Pekanbaru","47650"
"686","686","Jl Diponegoro No 799","Pekanbaru","55230"
"687","687","Jl Juanda No 951","Cilacap","64595"
"688","688","Jl Pahlawan No 464","Semarang","12114"
"689","689","Jl Gatot Subroto No 382","Pontianak","74342"
"690","690","Jl Merdeka No 89","Bandung","86837"
"691","691","Jl Gatot Subroto No 865","Mataram","21795"
"692","692","Jl Asia Afrika No 504","Kupang","31903"
"693","693","Jl Sisingamangaraja No 175","Denpasar","62898"
"694","694","Jl Juanda No 725","Kupang","89664"
"695","695","Jl Asia Afrika No 735","Manado","74184"
"696","696","Jl Sudirman No 123","Banjarmasin","10282"
"697","697","Jl Pahlawan No 961","Malang","12722"
"698","698","Jl Gatot Subroto No 926","Palembang","90248"
"699","699","Jl Diponegoro No 323","Pekanbaru","54226"
"700","700","Jl Asia Afrika No 863","Samarinda","57099"
"701","701","Jl Pahlawan No 529","Tasikmalaya","19480"
"702","702","Jl Merdeka No 422","Samarinda","32167"
"703","703","Jl Merdeka No 245","Semarang","21898"
"704","704","Jl Diponegoro No 975","Kupang","05526"
"705","705","Jl Merdeka No 654","Manado","49677"
"706","706","Jl Sudirman No 69","Denpasar","12152"
"707","707","Jl Asia Afrika No 358","Jayapura","49136"
"708","708","Jl Juanda No 809","Kupang","20705"
"709","709","Jl Diponegoro No 950","Kupang","54305"
"710","710","Jl Juanda No 518","Surabaya","30379"
"711","711","Jl Merdeka No 607","Tasikmalaya","41168"
"712","712","Jl Gatot Subroto No 524","Kupang","64304"
"713","713","Jl Sisingamangaraja No 157","Malang","57833"
"714","714","Jl Merdeka No 463","Pekanbaru","48559"
"715","715","Jl Sisingamangaraja No 166","Makassar","07971"
"716","716","Jl Juanda No 503","Malang","98566"
"717","717","Jl Pahlawan No 864","Cilacap","65535"
"718","718","Jl Sudirman No 870","Jayapura","17803"
"719","719","Jl Sisingamangaraja No 765","Pontianak","47176"
"720","720","Jl Sisingamangaraja No 328","Jayapura","12340"
"721","721","Jl Juanda No 83","Banjarmasin","85213"
"722","722","Jl Gatot Subroto No 793","Jayapura","24124"
"723","723","Jl Diponegoro No 860","Denpasar","74172"
"724","724","Jl Diponegoro No 577","Palembang","88900"
"725","725","Jl Merdeka No 329","Surabaya","25712"
"726","726","Jl Juanda No 802","Padang","41105"
"727","727","Jl Juanda No 767","Ambon","40933"
"728","728","Jl Merdeka No 688","Cilacap","18577"
"729","729","Jl Sudirman No 939","Cilacap","63941"
"730","730","Jl Asia Afrika No 423","Pontianak","71899"
"731","731","Jl Thamrin No 566","Cirebon","60144"
"732","732","Jl Asia Afrika No 929","Cirebon","65604"
"733","733","Jl Diponegoro No 208","Medan","71834"
"734","734","Jl Thamrin No 31","Bogor","70742"
"735","735","Jl Sudirman No 715","Padang","56316"
"736","736","Jl Pahlawan No 229","Kupang","04043"
"737","737","Jl Sisingamangaraja No 767","Balikpapan","17567"
"738","738","Jl Sisingamangaraja No 181","Makassar","92888"
"739","739","Jl Diponegoro No 513","Palembang","67010"
"740","740","Jl Pahlawan No 870","Bogor","92200"
"741","741","Jl Pahlawan No 934","Makassar","23688"
"742","742","Jl Sisingamangaraja No 378","Semarang","87954"
"743","743","Jl Thamrin No 627","Padang","00840"
"744","744","Jl Thamrin No 256","Palembang","48624"
"745","745","Jl Gatot Subroto No 601","Samarinda","92728"
"746","746","Jl Thamrin No 961","Ambon","29614"
"747","747","Jl Thamrin No 459","Denpasar","31984"
"748","748","Jl Sudirman No 538","Manado","87654"
"749","749","Jl Gatot Subroto No 587","Pontianak","60062"
"750","750","Jl Juanda No 451","Balikpapan","32077"
"751","751","Jl Diponegoro No 950","Mataram","17222"
"752","752","Jl Merdeka No 183","Jakarta","86081"
"753","753","Jl Asia Afrika No 808","Manado","76880"
"754","754","Jl Asia Afrika No 898","Manado","39606"
"755","755","Jl Juanda No 14","Surabaya","14812"
"756","756","Jl Sisingamangaraja No 402","Padang","15797"
"757","757","Jl Pahlawan No 740","Mataram","12170"
"758","758","Jl Asia Afrika No 608","Balikpapan","86470"
"759","759","Jl Asia Afrika No 847","Cilacap","78281"
"760","760","Jl Merdeka No 723","Yogyakarta","23136"
"761","761","Jl Thamrin No 467","Bandung","10021"
"762","762","Jl Sisingamangaraja No 871","Makassar","71132"
"763","763","Jl Merdeka No 10","Semarang","62445"
"764","764","Jl Thamrin No 415","Jakarta","20009"
"765","765","Jl Pahlawan No 973","Denpasar","15065"
"766","766","Jl Sisingamangaraja No 701","Pekanbaru","26231"
"767","767","Jl Sudirman No 520","Bogor","02925"
"768","768","Jl Sudirman No 410","Palembang","94730"
"769","769","Jl Thamrin No 424","Ambon","43983"
"770","770","Jl Diponegoro No 453","Medan","54213"
"771","771","Jl Asia Afrika No 150","Surabaya","34513"
"772","772","Jl Diponegoro No 138","Pontianak","25895"
"773","773","Jl Thamrin No 293","Cirebon","73648"
"774","774","Jl Pahlawan No 113","Bandung","22499"
"775","775","Jl Merdeka No 433","Denpasar","83896"
"776","776","Jl Thamrin No 509","Yogyakarta","39455"
"777","777","Jl Sisingamangaraja No 803","Jakarta","50438"
"778","778","Jl Merdeka No 602","Yogyakarta","94087"
"779","779","Jl Gatot Subroto No 516","Pontianak","10071"
"780","780","Jl Asia Afrika No 783","Banjarmasin","80302"
"781","781","Jl Sisingamangaraja No 722","Cilacap","21724"
"782","782","Jl Merdeka No 788","Makassar","75461"
"783","783","Jl Asia Afrika No 895","Palembang","05286"
"784","784","Jl Asia Afrika No 765","Tasikmalaya","92538"
"785","785","Jl Gatot Subroto No 178","Palembang","16390"
"786","786","Jl Merdeka No 711","Kupang","53289"
"787","787","Jl Juanda No 103","Manado","15866"
"788","788","Jl Sudirman No 861","Tasikmalaya","48685"
"789","789","Jl Merdeka No 705","Cilacap","03189"
"790","790","Jl Juanda No 227","Ambon","34524"
"791","791","Jl Merdeka No 713","Jayapura","66061"
"792","792","Jl Thamrin No 560","Pontianak","63352"
"793","793","Jl Merdeka No 703","Cilacap","38090"
"794","794","Jl Pahlawan No 877","Samarinda","66340"
"795","795","Jl Diponegoro No 556","Malang","29209"
"796","796","Jl Merdeka No 952","Palembang","56085"
"797","797","Jl Sisingamangaraja No 470","Jayapura","05131"
"798","798","Jl Sudirman No 760","Tasikmalaya","77212"
"799","799","Jl Gatot Subroto No 372","Cirebon","03997"
"800","800","Jl Juanda No 169","Bogor","33391"
"801","801","Jl Juanda No 73","Samarinda","65379"
"802","802","Jl Gatot Subroto No 874","Mataram","90275"
"803","803","Jl Sisingamangaraja No 724","Mataram","62722"
"804","804","Jl Gatot Subroto No 857","Pontianak","46307"
"805","805","Jl Asia Afrika No 404","Tasikmalaya","42744"
"806","806","Jl Asia Afrika No 869","Malang","50534"
"807","807","Jl Sudirman No 463","Kupang","21257"
"808","808","Jl Asia Afrika No 571","Palembang","42225"
"809","809","Jl Merdeka No 50","Bandung","63826"
"810","810","Jl Merdeka No 691","Pontianak","11215"
"811","811","Jl Asia Afrika No 787","Jayapura","02227"
"812","812","Jl Sisingamangaraja No 369","Samarinda","19102"
"813","813","Jl Merdeka No 368","Cilacap","30947"
"814","814","Jl Pahlawan No 957","Cilacap","67126"
"815","815","Jl Juanda No 183","Manado","97811"
"816","816","Jl Asia Afrika No 499","Bogor","57120"
"817","817","Jl Juanda No 231","Kupang","38310"
"818","818","Jl Asia Afrika No 373","Balikpapan","80225"
"819","819","Jl Juanda No 983","Manado","33996"
"820","820","Jl Diponegoro No 506","Padang","29664"
"821","821","Jl Sudirman No 86","Tasikmalaya","32833"
"822","822","Jl Sudirman No 173","Palembang","59604"
"823","823","Jl Pahlawan No 562","Manado","00743"
"824","824","Jl Sudirman No 953","Cirebon","58147"
"825","825","Jl Merdeka No 185","Makassar","98656"
"826","826","Jl Merdeka No 406","Mataram","64929"
"827","827","Jl Pahlawan No 768","Tasikmalaya","43611"
"828","828","Jl Gatot Subroto No 812","Bandung","83628"
"829","829","Jl Pahlawan No 339","Pontianak","31980"
"830","830","Jl Merdeka No 118","Jakarta","94285"
"831","831","Jl Sisingamangaraja No 60","Banjarmasin","57273"
"832","832","Jl Gatot Subroto No 794","Padang","65257"
"833","833","Jl Pahlawan No 343","Padang","20225"
"834","834","Jl Thamrin No 389","Bandung","95898"
"835","835","Jl Pahlawan No 216","Semarang","17503"
"836","836","Jl Juanda No 968","Bandung","92484"
"837","837","Jl Thamrin No 113","Bogor","94001"
"838","838","Jl Merdeka No 734","Pontianak","51253"
"839","839","Jl Thamrin No 753","Bogor","27863"
"840","840","Jl Thamrin No 733","Bogor","19400"
"841","841","Jl Thamrin No 150","Bandung","43758"
"842","842","Jl Thamrin No 960","Semarang","11453"
"843","843","Jl Thamrin No 483","Pontianak","45078"
"844","844","Jl Diponegoro No 648","Jayapura","38814"
"845","845","Jl Diponegoro No 467","Denpasar","12014"
"846","846","Jl Pahlawan No 369","Surabaya","81926"
"847","847","Jl Pahlawan No 433","Medan","68388"
"848","848","Jl Juanda No 483","Pekanbaru","85987"
"849","849","Jl Merdeka No 502","Malang","04648"
"850","850","Jl Diponegoro No 178","Tasikmalaya","80958"
"851","851","Jl Sudirman No 762","Bogor","55223"
"852","852","Jl Sudirman No 592","Yogyakarta","89988"
"853","853","Jl Diponegoro No 183","Pontianak","74333"
"854","854","Jl Merdeka No 399","Pontianak","29913"
"855","855","Jl Sudirman No 62","Mataram","59189"
"856","856","Jl Sisingamangaraja No 786","Samarinda","27723"
"857","857","Jl Pahlawan No 266","Jayapura","25962"
"858","858","Jl Gatot Subroto No 54","Jayapura","71359"
"859","859","Jl Pahlawan No 65","Jakarta","17061"
"860","860","Jl Sudirman No 151","Cilacap","32851"
"861","861","Jl Sisingamangaraja No 434","Padang","72996"
"862","862","Jl Merdeka No 568","Ambon","87175"
"863","863","Jl Diponegoro No 882","Malang","04398"
"864","864","Jl Juanda No 452","Medan","13841"
"865","865","Jl Sudirman No 457","Yogyakarta","57876"
"866","866","Jl Asia Afrika No 533","Cilacap","86190"
"867","867","Jl Thamrin No 688","Surabaya","50433"
"868","868","Jl Thamrin No 970","Ambon","48257"
"869","869","Jl Sisingamangaraja No 577","Denpasar","40013"
"870","870","Jl Juanda No 598","Bogor","68140"
"871","871","Jl Sisingamangaraja No 871","Balikpapan","16233"
"872","872","Jl Sisingamangaraja No 707","Surabaya","44231"
"873","873","Jl Juanda No 38","Yogyakarta","58795"
"874","874","Jl Pahlawan No 140","Bandung","47428"
"875","875","Jl Sudirman No 662","Tasikmalaya","26375"
"876","876","Jl Sudirman No 161","Tasikmalaya","82397"
"877","877","Jl Gatot Subroto No 451","Pontianak","51874"
"878","878","Jl Merdeka No 585","Denpasar","40451"
"879","879","Jl Sudirman No 388","Jakarta","11323"
"880","880","Jl Juanda No 979","Palembang","83463"
"881","881","Jl Juanda No 384","Cirebon","06308"
"882","882","Jl Juanda No 816","Cilacap","60123"
"883","883","Jl Juanda No 693","Surabaya","11825"
"884","884","Jl Asia Afrika No 563","Tasikmalaya","27021"
"885","885","Jl Gatot Subroto No 906","Padang","89833"
"886","886","Jl Diponegoro No 205","Tasikmalaya","35603"
"887","887","Jl Gatot Subroto No 330","Pekanbaru","68905"
"888","888","Jl Sisingamangaraja No 584","Samarinda","38907"
"889","889","Jl Diponegoro No 663","Tasikmalaya","79277"
"890","890","Jl Sudirman No 903","Balikpapan","26032"
"891","891","Jl Sisingamangaraja No 108","Jakarta","50971"
"892","892","Jl Merdeka No 832","Yogyakarta","67683"
"893","893","Jl Pahlawan No 733","Denpasar","93719"
"894","894","Jl Juanda No 88","Bogor","44613"
"895","895","Jl Diponegoro No 778","Jayapura","20233"
"896","896","Jl Sisingamangaraja No 249","Denpasar","22275"
"897","897","Jl Gatot Subroto No 854","Medan","48891"
"898","898","Jl Pahlawan No 59","Makassar","25684"
"899","899","Jl Diponegoro No 353","Bogor","57193"
"900","900","Jl Merdeka No 869","Makassar","25523"
"901","901","Jl Juanda No 82","Padang","47228"
"902","902","Jl Thamrin No 673","Makassar","15455"
"903","903","Jl Merdeka No 9","Denpasar","23833"
"904","904","Jl Pahlawan No 653","Palembang","80415"
"905","905","Jl Sisingamangaraja No 300","Kupang","63815"
"906","906","Jl Pahlawan No 223","Samarinda","41318"
"907","907","Jl Merdeka No 343","Surabaya","60301"
"908","908","Jl Asia Afrika No 884","Semarang","66981"
"909","909","Jl Thamrin No 753","Semarang","76910"
"910","910","Jl Pahlawan No 558","Medan","80833"
"911","911","Jl Merdeka No 894","Semarang","74897"
"912","912","Jl Diponegoro No 771","Bogor","22847"
"913","913","Jl Diponegoro No 929","Jayapura","69332"
"914","914","Jl Sisingamangaraja No 186","Tasikmalaya","62164"
"915","915","Jl Asia Afrika No 660","Bogor","87927"
"916","916","Jl Asia Afrika No 738","Cilacap","32187"
"917","917","Jl Juanda No 819","Kupang","00488"
"918","918","Jl Pahlawan No 917","Mataram","87375"
"919","919","Jl Gatot Subroto No 494","Bandung","11514"
"920","920","Jl Merdeka No 987","Denpasar","94678"
"921","921","Jl Asia Afrika No 393","Mataram","17943"
"922","922","Jl Thamrin No 749","Pekanbaru","92668"
"923","923","Jl Diponegoro No 851","Ambon","09325"
"924","924","Jl Sisingamangaraja No 422","Cilacap","26953"
"925","925","Jl Thamrin No 75","Cilacap","82559"
"926","926","Jl Gatot Subroto No 749","Bogor","83148"
"927","927","Jl Asia Afrika No 947","Makassar","39368"
"928","928","Jl Gatot Subroto No 377","Semarang","40559"
"929","929","Jl Juanda No 555","Samarinda","90767"
"930","930","Jl Sudirman No 796","Medan","45859"
"931","931","Jl Diponegoro No 707","Medan","94432"
"932","932","Jl Juanda No 310","Pekanbaru","24921"
"933","933","Jl Merdeka No 487","Pekanbaru","86386"
"934","934","Jl Juanda No 554","Pekanbaru","13954"
"935","935","Jl Diponegoro No 344","Cirebon","42418"
"936","936","Jl Sisingamangaraja No 861","Pekanbaru","94282"
"937","937","Jl Thamrin No 6","Palembang","98398"
"938","938","Jl Merdeka No 734","Semarang","87274"
"939","939","Jl Thamrin No 181","Bandung","36289"
"940","940","Jl Gatot Subroto No 849","Bandung","21835"
"941","941","Jl Sisingamangaraja No 607","Jayapura","50091"
"942","942","Jl Sisingamangaraja No 891","Balikpapan","85609"
"943","943","Jl Diponegoro No 60","Cilacap","70009"
"944","944","Jl Sisingamangaraja No 660","Pontianak","24586"
"945","945","Jl Sisingamangaraja No 312","Pekanbaru","23144"
"946","946","Jl Sisingamangaraja No 526","Yogyakarta","86344"
"947","947","Jl Sudirman No 884","Palembang","20691"
"948","948","Jl Merdeka No 645","Mataram","87609"
"949","949","Jl Diponegoro No 616","Bandung","82525"
"950","950","Jl Asia Afrika No 139","Balikpapan","81927"
"951","951","Jl Merdeka No 813","Surabaya","84582"
"952","952","Jl Asia Afrika No 73","Bandung","35134"
"953","953","Jl Pahlawan No 204","Manado","14348"
"954","954","Jl Pahlawan No 928","Yogyakarta","04981"
"955","955","Jl Asia Afrika No 423","Surabaya","40339"
"956","956","Jl Gatot Subroto No 600","Semarang","73270"
"957","957","Jl Gatot Subroto No 723","Kupang","44139"
"958","958","Jl Pahlawan No 668","Yogyakarta","76100"
"959","959","Jl Thamrin No 131","Samarinda","21075"
"960","960","Jl Pahlawan No 847","Ambon","99095"
"961","961","Jl Thamrin No 344","Palembang","31807"
"962","962","Jl Juanda No 480","Bogor","77725"
"963","963","Jl Sisingamangaraja No 82","Semarang","18422"
"964","964","Jl Gatot Subroto No 160","Jakarta","74421"
"965","965","Jl Pahlawan No 63","Bandung","79926"
"966","966","Jl Sudirman No 236","Cirebon","11258"
"967","967","Jl Pahlawan No 164","Medan","73645"
"968","968","Jl Asia Afrika No 147","Jakarta","24521"
"969","969","Jl Diponegoro No 878","Tasikmalaya","49937"
"970","970","Jl Merdeka No 120","Tasikmalaya","35959"
"971","971","Jl Sisingamangaraja No 378","Makassar","11245"
"972","972","Jl Juanda No 429","Banjarmasin","45870"
"973","973","Jl Sudirman No 867","Cirebon","89880"
"974","974","Jl Merdeka No 761","Padang","40771"
"975","975","Jl Gatot Subroto No 812","Yogyakarta","26890"
"976","976","Jl Sisingamangaraja No 342","Manado","81967"
"977","977","Jl Sudirman No 186","Medan","16101"
"978","978","Jl Juanda No 16","Manado","14091"
"979","979","Jl Gatot Subroto No 567","Kupang","10731"
"980","980","Jl Sisingamangaraja No 478","Semarang","41205"
"981","981","Jl Merdeka No 390","Cilacap","56675"
"982","982","Jl Sudirman No 676","Palembang","17495"
"983","983","Jl Merdeka No 139","Mataram","32978"
"984","984","Jl Pahlawan No 441","Medan","11182"
"985","985","Jl Asia Afrika No 65","Ambon","32729"
"986","986","Jl Diponegoro No 903","Jakarta","30164"
"987","987","Jl Pahlawan No 471","Cilacap","54267"
"988","988","Jl Diponegoro No 424","Medan","93622"
"989","989","Jl Juanda No 933","Malang","98437"
"990","990","Jl Merdeka No 242","Mataram","40642"
"991","991","Jl Sisingamangaraja No 405","Balikpapan","26645"
"992","992","Jl Thamrin No 683","Makassar","22806"
"993","993","Jl Sudirman No 905","Pontianak","02616"
"994","994","Jl Diponegoro No 855","Cirebon","55706"
"995","995","Jl Thamrin No 438","Balikpapan","06165"
"996","996","Jl Sudirman No 261","Ambon","58380"
"997","997","Jl Sudirman No 727","Balikpapan","41898"
"998","998","Jl Sudirman No 341","Samarinda","02571"
"999","999","Jl Gatot Subroto No 206","Banjarmasin","62951"
"1000","1000","Jl Merdeka No 344","Cirebon","85735"
